tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,TechSupport_Yes,Churn
63,31.45,3060.0,True,False,True,False,False,True,1
17,58.38,455.43,False,True,False,False,False,False,0
33,65.62,4803.7,False,True,True,False,True,True,0
29,56.91,7221.18,True,False,True,False,False,True,0
13,32.1,3078.06,False,True,False,False,True,False,0
46,61.89,1746.34,False,False,False,False,True,False,0
35,95.12,3551.77,False,True,False,True,False,False,0
6,27.1,405.93,False,False,True,False,False,True,0
69,28.02,6567.49,True,False,False,False,False,True,0
47,55.48,6614.2,False,True,False,False,False,True,0
25,114.17,4712.24,True,False,True,False,True,False,0
66,86.86,2837.76,True,False,False,False,True,True,0
10,87.87,6402.27,True,False,False,True,False,True,1
56,56.19,4446.4,True,False,False,True,True,True,1
30,79.37,6610.94,True,False,True,False,False,True,1
5,21.01,5059.04,False,True,False,True,False,False,1
33,83.61,6279.56,False,False,False,False,False,False,0
65,111.33,4796.53,False,True,False,False,False,False,0
18,81.26,3324.85,False,True,False,False,True,True,0
49,107.37,7664.41,False,True,False,False,True,True,0
11,92.4,4338.09,False,True,True,False,False,True,0
26,32.06,4848.61,False,False,False,True,False,False,0
63,110.25,1779.49,False,True,False,True,True,False,0
59,26.64,5012.69,True,False,False,False,True,False,0
27,73.4,4581.43,False,True,True,False,True,False,0
49,34.21,1495.01,False,True,False,False,False,False,0
33,21.17,495.51,False,False,False,False,True,True,1
1,62.2,4842.79,False,False,True,False,False,False,0
21,49.5,6114.26,True,False,True,False,False,False,0
55,68.6,4196.74,False,True,False,False,True,False,1
6,77.72,1829.65,False,True,False,True,False,True,0
69,24.37,5338.85,False,True,False,False,True,False,0
5,32.3,659.24,True,False,False,True,False,False,1
3,75.86,3545.83,False,False,False,True,False,False,0
53,54.32,1323.67,True,False,True,False,False,True,0
23,92.92,1491.98,False,True,True,False,False,True,0
53,85.23,1634.31,False,False,False,False,False,False,0
37,104.56,3105.92,False,False,False,True,False,False,0
17,89.25,428.18,True,False,False,True,True,False,0
1,62.99,3194.39,False,False,False,False,True,False,0
51,87.3,4103.43,False,False,False,False,False,True,0
45,47.54,3876.69,False,True,False,False,True,False,1
4,50.63,3074.62,False,True,True,False,False,True,0
62,98.9,6716.39,False,False,False,False,True,False,0
65,64.64,1179.71,False,False,False,False,True,True,0
32,99.84,4055.46,True,False,False,True,False,True,0
34,102.24,515.09,True,False,False,False,True,False,0
39,105.76,587.82,False,False,False,True,False,True,0
26,111.66,4599.45,False,True,False,True,True,False,0
34,63.1,4536.83,False,False,True,False,False,True,1
54,51.89,7026.71,False,False,False,False,True,True,0
3,78.22,4471.83,False,True,False,False,False,False,0
50,57.12,7679.13,False,True,False,True,True,False,0
12,80.11,408.58,True,False,True,False,False,True,0
65,90.56,802.1,True,False,True,False,True,True,1
54,88.84,371.65,True,False,False,False,False,False,0
5,57.46,1498.51,True,False,False,True,True,False,0
57,36.69,4339.34,False,True,False,False,False,False,1
17,63.05,5171.67,False,False,False,False,True,True,1
47,34.26,383.77,True,False,False,False,False,False,1
23,109.01,7568.85,True,False,False,False,False,False,0
14,54.59,6740.48,False,True,False,True,False,True,0
66,35.45,2386.97,False,True,True,False,False,False,0
51,22.54,635.96,False,False,False,False,True,False,0
38,84.58,1375.7,False,False,False,False,True,False,0
64,83.69,1033.02,False,True,False,False,True,False,1
38,54.06,1003.8,True,False,False,False,False,True,0
50,27.17,4158.12,True,False,True,False,False,False,0
30,60.96,1981.86,True,False,True,False,False,False,0
51,51.12,2877.95,False,False,True,False,False,False,0
63,87.71,7916.25,True,False,True,False,False,False,0
52,80.58,5480.83,True,False,False,False,True,False,0
38,56.46,7592.87,False,True,False,True,True,False,0
30,41.79,1157.6,True,False,True,False,True,True,0
51,118.8,3069.47,False,True,True,False,False,True,1
5,65.4,4446.76,True,False,False,False,False,True,0
29,88.83,632.53,False,False,False,False,False,False,0
4,34.06,53.42,True,False,False,False,False,False,1
10,68.56,5370.07,True,False,False,False,False,False,1
56,22.75,5141.72,False,True,False,True,False,True,1
17,70.55,3298.09,False,True,False,True,False,False,0
17,116.4,3927.36,False,True,True,False,True,True,0
69,58.42,3335.24,True,False,False,True,True,False,0
34,23.9,211.56,True,False,True,False,False,False,0
6,23.1,2696.27,False,False,True,False,False,True,0
53,58.8,1433.12,True,False,False,True,False,True,0
66,36.0,805.43,False,False,True,False,True,True,1
43,22.34,7654.63,False,True,False,False,True,True,0
23,95.62,4802.89,False,True,True,False,False,True,0
55,65.85,5834.68,False,True,False,False,True,True,1
16,48.92,2536.6,False,False,False,True,True,False,0
8,110.01,3157.31,True,False,False,True,True,True,0
4,31.61,1910.65,False,True,True,False,False,False,1
4,115.59,793.79,True,False,False,False,True,False,1
56,51.4,1448.67,True,False,True,False,True,False,1
25,108.84,6384.16,False,True,False,True,False,False,0
67,80.29,5426.82,False,False,True,False,False,False,0
67,102.67,4384.49,True,False,True,False,True,True,0
27,118.4,3811.22,False,True,False,False,False,True,1
32,48.84,7381.03,True,False,False,True,True,True,0
50,116.11,600.42,True,False,True,False,True,False,0
61,58.95,2259.19,True,False,False,False,False,True,1
51,58.55,2812.5,True,False,True,False,False,False,0
19,54.04,6263.76,True,False,False,False,True,False,0
21,74.14,7940.27,False,False,False,False,False,False,0
5,35.41,1940.55,False,False,True,False,False,False,1
42,75.37,6996.97,False,True,False,True,True,True,1
61,74.17,6648.37,False,False,False,True,True,True,0
22,96.19,1812.77,False,False,False,False,True,True,0
21,103.36,3206.67,False,False,False,True,True,True,0
70,64.04,3289.19,True,False,False,False,True,True,0
1,50.23,7826.2,True,False,False,True,True,False,0
5,45.93,1463.52,False,True,True,False,False,True,0
12,39.46,6397.28,False,True,False,True,False,False,0
46,25.76,2686.86,False,True,False,False,True,False,0
34,54.24,5852.35,True,False,False,False,False,False,0
49,47.02,3371.69,False,False,False,True,False,True,0
45,116.64,4635.31,False,False,True,False,True,False,0
27,75.77,6664.24,True,False,False,False,False,False,0
26,54.73,6437.24,False,True,False,False,False,True,0
47,78.05,6934.06,False,True,False,False,True,False,1
56,33.92,495.75,False,True,False,False,False,False,0
63,64.4,5542.56,True,False,False,False,False,False,0
48,82.62,1137.1,False,True,True,False,True,True,0
61,68.89,3338.23,False,True,False,True,False,False,0
26,60.18,4397.74,True,False,True,False,False,False,0
36,119.38,3233.86,False,False,True,False,False,True,0
1,108.03,4166.5,True,False,False,False,True,True,0
8,82.34,7972.28,True,False,True,False,True,False,1
52,76.94,1099.03,True,False,False,False,False,True,0
47,82.07,5410.14,True,False,True,False,False,True,0
56,40.13,3180.09,False,False,False,False,True,True,0
14,59.51,1081.42,False,True,False,False,True,True,0
28,23.95,1286.72,True,False,True,False,False,True,1
2,67.55,7595.2,False,False,True,False,True,True,0
26,74.3,7039.22,False,True,False,True,False,True,0
14,42.77,7258.19,False,True,False,True,False,False,1
59,116.4,7932.43,False,True,False,True,True,True,0
56,110.95,1682.36,True,False,True,False,True,True,0
7,92.21,2856.41,True,False,True,False,False,True,1
3,73.34,5360.37,False,True,False,False,False,False,1
23,107.0,3880.74,False,True,False,True,True,True,0
18,33.07,3358.75,False,True,False,False,False,True,0
38,99.05,2875.33,False,True,False,False,True,False,0
15,32.48,4758.37,False,True,False,False,True,True,0
64,99.42,4613.24,False,True,False,False,True,False,0
28,47.58,1308.43,False,False,False,True,True,False,0
39,107.71,3784.48,False,True,False,False,True,True,0
57,114.4,4436.7,True,False,True,False,False,False,0
17,34.88,4570.89,True,False,True,False,True,True,1
44,66.27,1696.66,True,False,True,False,True,True,0
25,118.1,5943.33,False,True,False,True,True,False,0
17,68.34,221.09,True,False,False,False,True,False,1
13,106.35,2851.56,False,False,False,True,True,True,0
25,78.87,6246.1,False,True,False,False,True,True,0
68,57.53,4519.87,True,False,False,True,True,False,0
10,48.58,2104.08,False,False,False,True,False,True,0
67,40.32,5565.73,False,False,False,False,False,True,0
18,96.18,4547.78,True,False,False,True,False,True,0
34,58.65,6374.02,False,False,False,False,False,False,1
8,71.13,5885.5,True,False,True,False,True,True,0
40,69.23,4888.66,False,False,True,False,False,True,0
42,77.73,3915.66,False,True,True,False,True,True,0
41,106.56,1082.79,False,True,False,True,False,False,1
6,118.07,2105.44,False,True,True,False,False,False,0
52,60.76,3364.41,False,True,False,False,True,False,0
26,102.75,4802.41,False,True,True,False,True,True,0
64,96.45,4119.39,True,False,True,False,False,False,0
59,77.35,2319.71,False,True,False,True,False,True,0
56,115.6,71.59,False,True,False,False,False,False,0
59,40.05,3979.99,False,True,False,True,False,True,1
70,30.93,2299.3,False,True,False,True,True,False,0
33,105.4,5882.17,False,False,False,False,False,True,1
53,63.91,211.09,False,True,False,True,False,True,0
22,104.7,4686.93,False,True,False,False,False,False,0
21,109.31,7532.96,True,False,True,False,False,True,0
70,26.25,1411.79,False,False,False,False,False,False,0
70,108.35,3783.76,True,False,False,False,True,False,0
4,64.83,749.55,False,True,False,False,True,True,1
62,71.04,5012.94,True,False,False,True,True,True,0
62,82.66,4413.24,True,False,False,False,True,False,0
24,112.64,3270.78,False,True,False,False,True,False,0
55,21.91,4180.59,False,False,False,False,False,False,0
9,67.68,7174.67,False,False,True,False,True,True,0
3,88.77,1586.43,True,False,False,False,True,False,0
31,92.27,200.06,False,True,False,True,False,True,1
40,89.25,6896.09,True,False,False,False,True,True,0
36,33.44,4625.39,True,False,False,False,True,False,0
24,49.94,7127.45,True,False,True,False,True,False,1
6,55.87,4783.62,False,True,False,False,True,True,0
66,100.44,6485.09,False,True,False,True,False,True,0
4,47.88,3448.79,False,False,False,False,False,True,0
6,41.07,6003.88,False,True,False,True,True,True,0
51,115.74,7306.07,True,False,True,False,False,False,0
62,20.89,4585.54,True,False,False,False,True,True,1
57,119.78,1462.67,False,False,True,False,False,False,1
66,87.68,2165.0,False,True,False,False,False,False,0
8,102.85,1605.18,True,False,False,True,False,False,1
26,49.46,1989.92,False,False,True,False,False,True,0
51,21.43,2465.2,False,False,False,False,False,True,0
45,93.79,4449.97,True,False,False,True,False,False,0
44,103.41,4712.17,True,False,True,False,False,False,0
5,94.05,3423.47,False,True,False,False,False,False,0
70,34.29,4931.06,False,False,True,False,False,False,0
26,95.34,670.97,True,False,False,False,False,True,0
68,96.89,720.55,False,False,False,True,False,False,0
19,85.85,1391.2,False,True,False,True,True,True,0
20,96.61,4154.26,True,False,True,False,False,True,1
12,104.59,1727.68,False,True,True,False,True,True,0
47,81.36,2280.61,False,False,False,False,False,True,0
1,28.86,3214.5,False,True,False,True,True,False,0
14,68.76,6498.69,False,True,False,False,True,True,0
64,27.76,130.62,False,False,False,True,True,False,0
38,60.75,5202.04,False,True,True,False,False,True,0
37,60.71,5357.63,False,False,False,False,False,False,1
11,26.6,6393.27,True,False,False,False,False,False,0
3,54.88,7463.37,False,False,False,True,False,False,1
33,31.1,180.7,False,False,False,True,True,False,0
6,100.82,1247.19,True,False,False,True,False,False,0
50,114.77,7091.65,False,False,True,False,False,True,1
10,27.23,3678.98,True,False,False,False,False,False,1
5,115.51,4525.43,True,False,False,True,False,True,0
23,72.26,5310.96,False,False,True,False,False,False,1
10,49.96,5438.95,False,True,False,True,False,True,1
44,27.69,7455.29,False,True,False,False,False,True,0
2,70.06,7975.66,True,False,False,True,False,True,0
13,99.45,5766.86,False,True,False,False,True,False,0
40,90.71,2312.03,False,True,True,False,True,True,0
2,25.02,7040.42,False,False,True,False,False,False,1
65,27.29,412.78,True,False,False,True,False,False,0
63,60.29,1864.03,True,False,False,False,False,True,0
17,49.53,7181.14,False,False,False,False,False,True,0
9,43.24,2064.41,False,True,False,False,True,False,0
15,48.1,1780.8,True,False,False,True,True,False,0
24,100.35,1122.24,False,True,False,False,False,False,0
38,112.92,6875.71,True,False,False,False,True,False,1
35,60.51,4010.46,True,False,False,False,True,False,1
49,110.61,5405.65,True,False,False,False,False,False,0
69,52.15,1927.75,True,False,False,True,False,True,1
62,67.64,6069.16,False,True,False,True,False,False,0
60,42.6,6084.84,False,True,False,False,True,False,0
50,84.05,2514.53,False,True,False,False,True,True,1
9,117.9,3297.25,False,True,True,False,False,True,0
34,80.35,1693.33,False,False,True,False,False,True,1
35,55.78,7812.96,True,False,False,False,True,False,0
1,84.78,5171.91,True,False,False,False,True,True,0
40,32.29,7477.66,True,False,True,False,False,True,0
64,108.87,2441.02,False,False,True,False,True,False,0
22,70.31,6259.49,False,True,False,False,False,False,1
60,64.93,6131.55,True,False,False,True,False,False,0
64,78.59,5539.41,False,True,False,True,True,False,0
11,82.48,7725.8,False,True,False,False,True,True,0
14,27.18,3160.57,False,False,False,False,True,False,0
60,88.26,1063.12,False,False,True,False,False,True,0
30,44.19,5380.24,False,True,True,False,False,False,0
35,91.4,5839.89,True,False,False,True,False,True,0
37,102.25,4608.98,True,False,False,False,False,False,1
5,100.4,1670.41,False,False,True,False,False,False,0
26,75.25,4045.56,False,False,False,True,False,False,0
62,72.02,2511.27,False,False,False,True,True,True,0
4,34.29,3431.18,False,False,False,True,False,True,1
42,97.53,5168.84,False,False,True,False,False,True,0
18,47.14,5966.81,False,False,True,False,False,False,1
40,69.67,1873.15,False,False,False,False,False,True,0
39,48.43,3254.5,True,False,False,False,True,False,0
14,33.38,2167.91,False,False,False,True,False,False,0
32,82.96,1605.08,False,False,False,True,True,False,0
51,25.43,6271.43,True,False,True,False,True,True,1
38,94.86,7275.84,True,False,True,False,False,False,1
23,51.76,2974.45,False,True,False,False,False,True,0
63,20.01,6015.21,False,False,False,False,True,False,1
15,71.11,7178.02,False,False,False,False,True,False,0
25,24.69,6772.07,False,False,True,False,False,False,1
17,47.62,1478.85,False,False,False,True,True,True,0
66,90.7,7651.21,False,True,False,False,False,True,0
53,26.27,3025.88,True,False,False,False,False,False,0
51,103.93,2727.14,True,False,True,False,True,True,0
39,20.38,518.2,False,False,False,False,False,True,0
51,44.68,3899.67,False,False,False,True,False,False,0
70,94.09,889.93,False,False,True,False,False,False,0
6,51.63,2003.35,False,True,False,False,True,True,0
67,30.19,2549.2,False,True,False,False,True,False,0
7,56.02,6474.43,True,False,True,False,True,False,0
51,47.04,7006.4,False,False,True,False,False,True,0
42,104.27,2433.68,False,False,False,False,True,True,1
64,51.33,6872.41,False,False,False,True,True,False,0
15,98.89,6860.7,False,False,True,False,True,True,0
29,109.19,6121.91,False,True,False,True,False,True,1
33,63.38,1190.63,True,False,False,False,False,False,1
27,110.99,5528.78,True,False,False,True,True,False,0
36,57.73,7561.29,False,True,False,False,True,False,0
29,116.41,5466.67,False,False,False,False,True,False,0
38,28.93,2666.3,True,False,False,False,False,True,0
57,88.7,4014.62,True,False,False,False,True,True,0
27,69.38,5172.89,False,True,False,True,False,False,0
55,58.76,4094.35,False,False,False,False,False,False,1
33,83.27,977.22,True,False,False,False,False,False,0
68,90.39,2510.27,False,False,False,True,True,False,1
66,20.44,6423.12,True,False,True,False,True,True,1
10,36.7,6894.12,False,True,False,True,False,True,1
5,91.3,1115.65,False,False,False,True,False,False,0
38,86.64,7620.05,False,True,False,True,False,False,1
13,116.6,2644.0,True,False,False,False,False,True,1
31,96.1,5305.26,False,True,False,False,True,True,0
47,115.08,6019.56,False,True,False,False,True,True,1
52,90.25,6499.33,False,True,True,False,False,True,0
56,49.81,7567.08,True,False,False,False,False,False,0
15,30.54,2517.1,False,False,True,False,False,True,0
29,98.18,6870.88,False,True,False,False,True,True,1
8,84.41,1070.86,False,False,False,True,False,True,1
5,24.82,5646.23,True,False,False,False,True,False,0
29,56.01,5940.98,False,False,True,False,False,False,1
47,115.68,5428.23,False,True,True,False,True,True,0
68,70.04,2033.47,False,True,False,False,True,True,1
45,63.27,6986.88,False,True,False,True,False,False,0
2,65.77,1367.49,False,True,False,False,True,False,0
27,40.89,448.01,False,True,False,False,True,True,0
36,56.87,5745.37,False,True,False,False,True,False,0
36,56.98,3814.3,True,False,False,True,True,True,0
26,25.24,6795.8,True,False,True,False,False,False,0
43,96.76,3079.51,True,False,False,True,False,True,0
27,61.65,1362.86,False,False,True,False,False,True,0
69,102.22,6694.81,False,False,True,False,False,False,1
20,105.03,4400.3,True,False,True,False,False,True,1
11,41.2,1529.78,False,False,False,True,True,False,0
38,85.74,5768.66,False,False,False,False,True,False,1
6,67.23,4098.69,False,True,False,False,True,False,0
23,108.02,4842.42,False,True,False,False,True,True,1
47,41.57,3697.97,False,False,False,False,False,True,0
46,87.78,6633.1,False,False,False,False,False,True,1
12,80.78,6639.91,True,False,False,True,True,False,0
13,49.53,5680.92,False,False,False,True,False,True,1
62,33.66,861.1,False,True,False,True,True,True,1
60,85.16,6714.05,False,False,False,True,True,True,1
43,93.86,5374.68,True,False,False,True,False,True,0
68,51.56,5582.25,False,True,False,True,False,False,1
5,84.48,2916.6,False,True,False,True,False,True,0
37,59.51,7036.65,False,True,False,False,False,False,1
31,91.32,5808.47,False,True,True,False,False,False,1
9,39.92,918.47,False,False,False,True,False,False,0
51,109.02,3274.07,True,False,True,False,False,False,0
29,48.74,7093.32,False,False,False,True,True,True,0
40,56.78,396.63,False,False,False,True,False,True,0
41,25.81,7692.1,False,True,False,False,True,True,0
11,31.15,5439.72,True,False,True,False,True,False,0
23,71.59,5058.38,False,True,False,False,False,True,0
1,46.76,2179.06,False,False,False,False,True,False,0
46,103.55,2005.36,False,False,True,False,False,True,0
21,21.47,7537.62,False,True,False,False,True,True,0
36,57.91,2400.21,False,False,False,True,True,True,0
54,53.73,6208.53,False,False,False,True,True,False,1
57,21.93,3157.11,False,True,False,True,False,True,1
1,32.44,1131.25,False,False,False,True,True,False,0
63,61.36,105.51,True,False,False,True,True,False,0
54,69.29,4363.17,False,True,False,False,True,False,0
55,60.43,7806.71,True,False,False,False,False,True,1
40,73.09,2965.71,False,False,False,True,True,True,0
15,79.51,2870.39,False,False,False,True,False,False,1
21,20.99,2765.85,False,True,False,False,True,False,0
47,66.41,4173.94,False,False,True,False,True,False,1
53,116.35,3536.51,False,True,False,False,True,False,0
9,71.9,7041.72,False,True,False,False,False,False,0
52,87.75,4054.06,False,True,False,False,True,True,1
57,51.19,4071.91,False,True,False,False,True,True,0
26,97.4,1124.21,False,True,False,False,True,True,0
41,97.29,7862.26,True,False,True,False,True,False,1
35,72.13,2014.78,False,True,False,True,False,False,0
63,117.6,605.45,True,False,False,True,True,True,0
25,32.56,5311.91,False,False,True,False,True,True,0
38,21.69,4771.02,False,True,False,True,True,False,1
2,97.02,3332.86,False,False,False,True,True,False,0
7,100.72,3389.09,False,True,False,True,False,False,0
34,32.02,6284.81,True,False,True,False,True,True,0
17,46.56,1581.79,True,False,True,False,True,False,0
43,21.76,6565.62,True,False,False,True,False,False,0
59,49.33,5197.0,False,False,False,True,True,False,1
51,97.31,3363.38,False,True,False,True,True,True,1
54,71.8,3675.07,False,False,False,False,True,False,0
24,54.81,2068.04,True,False,False,False,False,True,0
25,57.17,6021.87,False,False,False,False,True,False,1
71,20.14,4112.74,True,False,True,False,False,False,1
52,49.98,2580.42,True,False,False,True,False,True,0
70,84.65,4776.48,True,False,True,False,False,False,0
33,117.42,7965.96,False,True,True,False,False,True,1
49,104.71,3493.39,False,True,True,False,False,False,1
29,22.36,7367.12,True,False,False,True,False,True,0
63,109.86,2773.23,False,False,False,False,False,False,0
22,98.32,456.77,False,False,False,True,True,True,0
26,98.04,1649.85,False,True,False,True,True,True,0
28,65.8,3361.19,True,False,True,False,False,False,0
49,59.8,1772.69,False,False,True,False,False,True,0
71,50.29,21.81,True,False,True,False,False,False,0
49,26.57,7321.71,False,False,False,False,False,True,1
20,42.82,6754.16,False,True,False,False,False,False,0
63,44.66,5943.49,True,False,False,False,False,False,0
61,68.41,1359.16,True,False,False,True,True,False,0
49,94.74,980.5,False,False,True,False,True,False,0
71,67.38,559.49,False,False,False,True,False,True,0
1,25.78,5797.75,False,False,False,False,False,False,0
13,115.78,7431.89,True,False,True,False,False,False,1
51,114.27,3455.68,False,True,False,False,True,False,0
56,98.52,970.74,False,True,True,False,False,False,0
62,119.13,4108.89,False,False,True,False,True,False,0
32,74.45,2803.68,False,True,False,True,True,True,0
30,116.28,3011.1,False,False,False,True,True,False,0
29,27.56,4978.22,False,True,False,False,False,True,0
49,56.57,5755.37,True,False,False,True,False,True,1
45,42.54,902.62,False,False,False,True,True,False,1
30,39.58,304.01,False,True,False,True,True,False,0
16,34.08,7954.76,True,False,True,False,True,True,0
40,82.24,1877.17,False,True,False,True,True,True,0
19,98.13,449.57,True,False,False,False,False,True,0
18,77.83,1535.21,True,False,True,False,True,False,1
1,34.7,330.88,False,True,True,False,False,True,0
47,101.11,3146.65,False,True,False,True,True,True,1
66,83.6,6423.17,True,False,True,False,False,False,0
38,58.82,2743.13,True,False,False,False,True,True,0
51,87.41,3564.58,True,False,False,False,False,False,0
63,45.99,5411.18,False,False,True,False,False,True,1
4,54.52,4080.97,True,False,False,True,False,False,1
1,111.75,6894.34,False,False,False,True,True,True,0
8,49.05,6930.96,True,False,True,False,False,False,0
29,67.0,99.09,False,False,False,False,True,False,0
55,109.01,6228.81,True,False,True,False,False,True,1
3,90.77,3696.65,True,False,False,True,False,False,0
32,26.22,7910.95,True,False,False,True,True,True,0
10,34.73,3876.19,False,True,True,False,False,False,0
34,20.78,7895.43,False,True,False,False,False,False,0
55,83.09,6041.46,True,False,True,False,True,False,1
32,64.77,2003.87,False,False,False,False,False,False,0
50,33.43,4316.39,False,False,False,False,False,False,0
7,115.79,7937.24,True,False,True,False,False,False,0
8,72.97,6863.09,False,True,True,False,False,False,0
65,44.19,796.99,False,False,False,False,True,True,0
57,70.06,5656.85,False,True,False,False,False,True,1
67,87.96,2777.73,False,False,False,False,False,False,0
59,27.62,75.72,True,False,False,False,False,False,0
54,47.47,3239.78,False,True,False,True,False,False,0
67,100.7,1893.34,False,False,True,False,False,True,1
51,65.97,6554.58,True,False,False,False,False,False,0
8,74.66,2711.9,True,False,True,False,False,True,1
34,63.28,6623.64,True,False,False,False,False,False,1
35,24.39,24.77,False,True,True,False,True,False,0
32,36.57,2476.4,False,True,True,False,True,False,0
46,64.55,1944.5,True,False,False,False,True,False,0
16,40.92,1883.87,False,True,False,False,True,False,0
68,25.0,564.13,False,False,True,False,False,True,0
37,104.36,1513.25,True,False,True,False,False,False,0
54,118.12,4453.29,True,False,True,False,True,True,0
14,99.31,2345.06,False,True,False,True,True,True,1
55,105.38,3350.81,True,False,False,False,True,False,0
48,44.2,3027.4,False,False,False,True,False,False,0
7,116.06,7009.72,False,True,False,True,False,False,0
7,39.69,7244.29,False,True,False,False,True,True,0
33,115.14,3953.8,True,False,False,False,True,True,1
23,119.48,2654.64,True,False,False,True,True,True,0
19,91.17,872.27,True,False,False,False,True,False,1
19,118.11,7628.15,False,True,True,False,True,True,0
36,76.95,500.61,True,False,True,False,False,True,1
29,45.95,2395.25,False,False,False,True,True,True,0
60,63.7,2398.57,True,False,False,True,False,False,0
2,79.36,2576.8,True,False,False,False,True,True,0
1,27.31,1331.01,False,True,False,False,True,True,0
47,82.23,6269.63,True,False,False,True,False,False,0
69,118.12,997.53,False,True,False,True,True,False,0
20,39.01,5086.56,True,False,True,False,False,False,0
11,99.26,1008.29,False,False,True,False,False,True,0
2,110.79,582.87,False,False,False,False,True,True,0
67,114.37,7277.25,False,True,True,False,True,True,1
12,116.01,1537.23,False,True,False,False,False,False,0
20,72.15,6573.58,True,False,False,False,False,True,1
5,117.73,4366.15,True,False,False,False,True,False,0
37,95.73,641.3,False,False,True,False,False,False,0
38,36.17,7644.48,True,False,False,True,True,True,0
9,67.69,1990.75,False,False,False,True,False,True,0
53,91.83,6879.97,False,True,True,False,True,True,0
44,44.73,1367.1,True,False,False,True,False,False,1
24,84.06,6834.46,False,True,False,False,False,False,0
30,86.66,125.57,True,False,False,True,True,True,1
59,36.27,4104.01,False,False,True,False,False,False,0
14,76.51,6160.15,False,True,False,True,False,True,1
9,97.16,7479.67,False,True,False,False,False,True,0
40,69.89,7275.43,True,False,False,False,False,True,0
66,21.21,6560.61,False,True,True,False,False,False,1
25,20.9,7107.77,False,False,True,False,False,False,0
22,55.7,1609.77,False,True,True,False,False,True,0
4,112.62,2287.79,False,True,False,False,True,True,0
26,42.87,2325.97,True,False,False,True,False,False,0
58,83.44,3028.89,False,True,False,True,False,True,1
29,42.21,3158.7,True,False,True,False,True,False,1
37,52.17,4365.55,True,False,False,True,False,True,0
70,104.8,1295.84,False,True,False,True,False,False,0
18,92.89,5536.15,False,False,True,False,True,True,0
42,29.54,1357.18,True,False,True,False,False,False,1
41,62.87,2496.26,False,True,False,False,False,True,1
38,22.92,4036.69,True,False,False,False,True,False,0
34,68.09,6375.6,False,False,False,False,True,False,1
17,86.24,5920.96,False,False,False,False,False,False,0
37,31.85,5171.36,True,False,False,True,False,False,1
25,48.89,1263.07,False,False,False,True,True,True,1
27,59.78,4385.42,False,True,False,False,False,False,0
57,111.95,717.82,False,True,False,False,True,False,0
31,119.33,3031.36,True,False,True,False,True,True,0
6,24.49,3319.86,False,False,False,True,True,False,1
40,96.1,337.7,False,True,False,True,False,True,0
12,57.17,2206.43,False,True,False,False,True,False,0
53,59.25,7646.08,False,True,False,True,True,False,0
71,95.43,7629.99,True,False,True,False,True,False,0
10,111.84,2831.57,True,False,True,False,False,False,0
45,115.09,363.94,False,True,False,True,False,False,0
17,77.71,1449.18,False,True,False,False,False,False,0
26,55.71,3149.9,False,False,False,True,True,True,0
62,98.75,7583.28,False,False,True,False,False,True,1
46,45.1,1146.77,False,False,False,False,False,False,0
64,76.41,6112.86,True,False,False,True,True,False,0
2,55.86,887.29,False,True,False,False,True,True,0
54,85.66,7850.44,True,False,False,False,False,True,0
65,44.04,3065.3,False,True,True,False,False,False,0
51,39.16,6206.37,False,False,False,False,True,False,0
53,111.82,2753.88,False,False,False,True,False,False,1
36,30.18,5028.8,False,False,False,False,True,False,0
26,70.6,1552.29,False,False,False,False,True,False,0
29,42.09,1185.25,False,True,False,True,False,False,0
21,23.89,7505.75,False,False,True,False,False,True,0
11,23.6,7342.83,False,True,True,False,False,False,1
40,37.52,7102.0,False,True,False,True,False,False,0
11,106.68,5010.96,True,False,False,True,True,True,1
36,48.25,6469.98,False,False,True,False,False,True,0
59,115.05,570.91,False,False,False,False,False,True,0
39,78.16,2691.62,True,False,False,True,False,True,0
54,63.66,2523.35,False,True,False,False,True,False,0
55,78.01,5092.45,False,False,False,True,False,True,0
24,71.67,2860.54,False,True,True,False,False,True,0
22,95.88,1205.08,True,False,False,False,True,False,0
69,48.25,4779.81,False,True,False,False,True,True,0
56,55.31,6518.78,False,False,False,True,True,True,1
33,109.41,3069.35,False,True,False,False,True,False,0
36,114.65,1075.5,False,True,False,True,True,False,0
20,109.26,1589.57,False,False,True,False,False,False,1
62,61.94,1915.12,False,False,False,False,True,False,0
26,98.04,2413.18,False,True,False,True,True,False,0
66,67.63,5149.5,False,True,False,False,True,False,0
40,69.75,4815.54,True,False,False,True,True,False,0
17,40.47,5574.72,False,False,False,True,True,True,0
1,79.11,2912.77,False,True,False,True,True,True,0
61,38.61,6595.5,False,False,True,False,True,False,1
43,53.16,1648.62,True,False,False,False,True,True,0
42,105.5,3762.95,False,True,True,False,False,False,0
25,40.71,6411.49,False,True,False,True,False,True,0
39,27.12,1457.67,False,True,False,True,False,False,1
35,26.9,896.71,False,False,True,False,True,True,1
3,114.08,7071.8,True,False,True,False,True,False,1
44,70.69,2756.58,False,False,False,False,True,True,0
51,60.94,5477.28,False,True,False,True,False,False,0
12,101.09,222.28,True,False,True,False,True,True,1
19,103.58,5526.57,False,True,False,True,True,True,0
44,53.22,2542.49,False,True,False,True,True,False,0
59,89.36,464.81,False,False,False,False,False,True,0
49,97.11,4886.31,False,True,False,False,False,True,0
